GeneSymbol	NCBIid
MIR3117	100422871
MIR1244-3	100422872
MIR4297	100422873
MIR4279	100422874
MIR3192	100422875
MIR3148	100422876
MIR3202-2	100422877
MIR3168	100422878
MIR3124	100422879
MIR3162	100422880
MIR3170	100422881
MIR3120	100422882
MIR4325	100422883
MIR548U	100422884
MIR1244-2	100422885
MIR3179-2	100422886
MIR4280	100422887
MIR4264	100422888
MIR3194	100422889
MIR4327	100422891
MIR3157	100422892
MIR3154	100422893
MIR4260	100422894
MIR4294	100422895
MIR3140	100422896
MIR4302	100422897
MIR4255	100422898
MIR3190	100422899
MIR3158-1	100422900
MIR3135A	100422901
MIR3116-1	100422902
MIR4288	100422903
MIR3193	100422904
MIR4311	100422905
MIR3156-2	100422907
MIR3129	100422908
MIR4295	100422909
MIR2861	100422910
MIR500B	100422911
MIR3200	100422912
MIR320E	100422913
MIR4253	100422914
MIR3065	100422915
MIR3201	100422916
MIR4283-1	100422917
MIR3167	100422918
MIR1302-11	100422919
MIR548X	100422920
MIR3149	100422921
MIR1972-2	100422922
MIR548W	100422923
MIR4303	100422924
MIR4322	100422925
MIR3137	100422926
MIR4291	100422927
MIR3127	100422928
MIR4261	100422929
MIR4330	100422930
MIR4304	100422931
MIR4328	100422932
MIR378B	100422933
MIR3143	100422934
MIR3118-4	100422935
MIR3153	100422936
MIR4275	100422937
MIR3142	100422938
MIR3147	100422939
MIR4305	100422940
MIR4272	100422941
MIR3133	100422942
MIR3189	100422943
MIR3186	100422944
MIR4326	100422945
MIR3116-2	100422946
MIR3122	100422947
MIR4284	100422948
MIR3118-2	100422949
MIR3141	100422950
MIR3144	100422951
MIR4271	100422952
MIR3165	100422953
MIR4309	100422954
MIR4273	100422955
MIR3180-2	100422956
MIR3131	100422957
MIR4268	100422959
MIR3179-1	100422960
MIR4315-2	100422961
MIR4281	100422962
MIR4290	100422963
MIR3150A	100422964
MIR4263	100422965
MIR4277	100422966
MIR3146	100422967
MIR4251	100422968
MIR2909	100422969
MIR4312	100422971
MIR3181	100422972
MIR3169	100422973
MIR3178	100422974
MIR4252	100422975
MIR4256	100422976
MIR1184-3	100422977
MIR3185	100422978
MIR4324	100422979
MIR4323	100422980
MIR3173	100422981
MIR4286	100422982
MIR4314	100422983
MIR4308	100422984
MIR1184-2	100422985
MIR3125	100422986
MIR3202-1	100422987
MIR3156-1	100422988
MIR3155A	100422989
MIR3134	100422990
MIR1260B	100422991
MIR3151	100422992
MIR3130-1	100422993
MIR4267	100422994
MIR3175	100422995
MIR4262	100422996
MIR4257	100422997
MIR3199-2	100422998
MIR4278	100422999
MIR3161	100423000
MIR3145	100423001
MIR3130-2	100423002
MIR3184	100423003
MIR4315-1	100423004
MIR4282	100423005
MIR3179-3	100423006
MIR3118-1	100423008
MIR4329	100423009
MIR3119-2	100423010
MIR3138	100423011
MIR3177	100423012
MIR4310	100423013
MIR3196	100423014
MIR4289	100423015
MIR3159	100423016
MIR3139	100423017
MIR3156-3	100423018
MIR4307	100423019
MIR4258	100423020
MIR4298	100423021
MIR3197	100423023
MIR3198-1	100423025
MIR4299	100423026
MIR4266	100423027
MIR4254	100423028
MIR3163	100423029
MIR3126	100423030
MIR4321	100423031
MIR3121	100423032
MIR3158-2	100423033
MIR3199-1	100423034
MIR4313	100423035
MIR2355	100423036
MIR3176	100423037
MIR466	100423038
MIR3132	100423039
MIR3166	100423040
MIR4296	100423041
MIR4276	100423042
MIR4269	100423043
IGLL5	100423062
TOM1	10043
KLRF2	100431172
SH2D3C	10044
SH2D3A	10045
MAMLD1	10046
MICOS10P1	100462953
MTRNR2L1	100462977
MTRNR2L2	100462981
MTRNR2L3	100462983
MTRNR2L4	100463285
MTRNR2L5	100463289
MTRNR2L6	100463482
MTRNR2L8	100463486
MTRNR2L9	100463487
MTRNR2L10	100463488
CST8	10047
RANBP9	10048
DNAJB6	10049
LINC00881	100498859
LINC00276	100499171
THAP9-AS1	100499177
BAALC-AS1	100499183
LOC100499194	100499194
USP2-AS1	100499227
LINC00987	100499405
LINC00674	100499466
LINC00673	100499467
CCDC180	100499483
SUGT1P4-STRA6LP	100499484
LOC100499489	100499489
CDH7	1005
SLC17A4	10050
LOC100500773	100500773
MIR3659	100500801
MIR3685	100500802
MIR3919	100500803
MIR3654	100500804
MIR374C	100500807
MIR3917	100500808
MIR23C	100500809
MIR3620	100500810
MIR3621	100500811
MIR3677	100500812
MIR3646	100500813
MIR3616	100500814
MIR3649	100500816
MIR3612	100500817
MIR3945	100500818
MIR3609	100500819
MIR3655	100500820
MIR3910-1	100500821
MIR3937	100500822
MIR3920	100500823
MIR3650	100500824
MIR3660	100500825
MIR3909	100500826
MIR3614	100500827
MIR3619	100500828
MIR3943	100500829
MIR550B2	100500830
MIR3912	100500831
MIR3658	100500832
MIR3924	100500834
MIR3907	100500835
MIR3914-1	100500836
MIR3606	100500837
MIR3926-2	100500838
MIR3686	100500839
MIR3678	100500841
MIR3652	100500842
MIR3922	100500843
MIR3664	100500844
MIR642B	100500845
MIR3689A	100500846
MIR3615	100500847
MIR3916	100500849
MIR3682	100500850
MIR3918	100500851
MIR3180-4	100500852
MIR3605	100500853
MIR3671	100500854
MIR3713	100500855
MIR548Z	100500856
MIR3939	100500857
MIR3622A	100500858
MIR3921	100500859
MIR3618	100500860
MIR3665	100500861
MIR3648-1	100500862
MIR548AA1	100500863
MIR3929	100500864
MIR3936	100500865
MIR3941	100500866
MIR3684	100500867
MIR3913-2	100500868
MIR3672	100500869
MIR3926-1	100500870
MIR3622B	100500871
MIR3911	100500872
MIR3934	100500873
MIR3938	100500875
MIR3675	100500876
MIR3923	100500877
MIR3679	100500878
MIR3668	100500879
MIR3662	100500880
MIR3688-1	100500881
MIR3667	100500882
MIR550B1	100500883
MIR3681	100500884
MIR3925	100500885
MIR3683	100500886
MIR676	100500887
MIR3940	100500888
MIR3657	100500889
MIR3611	100500890
MIR3935	100500891
MIR3663	100500893
MIR3690	100500894
MIR548AA2	100500895
MIR3666	100500896
MIR3617	100500897
MIR3927	100500898
MIR3692	100500899
MIR3691	100500900
MIR3928	100500901
MIR3910-2	100500902
MIR3913-1	100500903
MIR3942	100500904
MIR3661	100500905
MIR3689B	100500906
MIR3150B	100500907
MIR3613	100500908
MIR3908	100500909
MIR3670-1	100500910
MIR3944	100500911
MIR3674	100500912
MIR3714	100500913
MIR3610	100500914
MIR3915	100500915
MIR3180-5	100500916
MIR3680-1	100500917
MIR3651	100500918
MIR548Y	100500919
MIR3914-2	100500920
CCDC179	100500938
IQCJ-SCHIP1	100505385
LINC01539	100505474
SYNE1-AS1	100505475
LINC01602	100505477
TEX48	100505478
PRKAG2-AS1	100505483
PCAT19	100505495
LOC100505498	100505498
LOC100505501	100505501
LOC100505502	100505502
LINC01723	100505515
EDNRB-AS1	100505518
LINC02520	100505530
LINC01301	100505532
LOC100505534	100505534
ISM1-AS1	100505536
RBM26-AS1	100505538
SLIT1-AS1	100505540
LINC01095	100505545
LINC01208	100505547
LOC100505549	100505549
LOC100505555	100505555
LINC00866	100505561
LINC00578	100505566
LOC100505570	100505570
INAFM2	100505573
LINC00672	100505576
LINC00838	100505583
LOC100505585	100505585
LOC100505588	100505588
LRRC3C	100505591
GAPLINC	100505592
PARD3-AS1	100505601
LINC02053	100505609
SNHG21	100505616
LINC00919	100505619
C11orf72	100505621
LOC100505622	100505622
GTF3C2-AS1	100505624
LINC02102	100505625
LINC01133	100505633
LOC100505635	100505635
MALINC1	100505636
FGD5-AS1	100505641
RAD51-AS1	100505648
LOC100505658	100505658
LINC00967	100505659
LINC01370	100505663
LOC100505664	100505664
DCST1-AS1	100505666
RRS1-AS1	100505676
STARD4-AS1	100505678
UBE2Q2L	100505679
NAPA-AS1	100505681
LINC01431	100505683
LOC100505685	100505685
LINC00888	100505687
FTO-IT1	100505692
SH3BP5-AS1	100505696
LINC01094	100505702
LOC100505711	100505711
LOC100505715	100505715
LOC100505716	100505716
LINC01592	100505718
KRTAP9-7	100505724
LOC100505728	100505728
LOC100505736	100505736
MIR4458HG	100505738
LINC01603	100505739
SPATA1	100505741
ITGB2-AS1	100505746
KRTAP16-1	100505753
PRMT5-AS1	100505758
RPARP-AS1	100505761
SPDYE18	100505767
LINC01364	100505768
MHENCR	100505771
LOC100505774	100505774
LINC01541	100505776
LOC100505782	100505782
OSER1-DT	100505783
KIRREL1-IT1	100505785
LOC100505795	100505795
LOC100505797	100505797
SNHG18	100505806
LINC02148	100505811
CARD8-AS1	100505812
LINC02582	100505817
LOC100505824	100505824
STK4-AS1	100505826
PROX1-AS1	100505832
LINC01532	100505835
SH3PXD2A-AS1	100505839
LOC100505841	100505841
ROPN1L-AS1	100505845
LOC100505851	100505851
LINC01898	100505853
APTR	100505854
LINC00920	100505865
CFAP58-DT	100505869
LOC100505874	100505874
LINC01088	100505875
CEBPZOS	100505876
UBE2E2-AS1	100505877
LINC02059	100505878
KIF25-AS1	100505879
MAGI2-AS3	100505881
LINC01672	100505887
SORCS3-AS1	100505890
SLIT2-IT1	100505893
TMEM161B-AS1	100505894
LOC100505909	100505909
LOC100505912	100505912
LOC100505915	100505915
LOC100505918	100505918
LINC02036	100505920
LOC100505921	100505921
LINC01549	100505929
ADD3-AS1	100505933
LOC100505938	100505938
LOC100505942	100505942
LINC02184	100505948
LINC01304	100505964
LINC00645	100505967
ENO1-AS1	100505975
LOC100505978	100505978
LINC02478	100505984
LOC100505985	100505985
SMIM31	100505989
TMEM210	100505993
LUCAT1	100505994
SOX1-OT	100505996
RTCA-AS1	100506007
PPP5D1	100506012
APELA	100506013
LOC100506016	100506016
ARAP1-AS2	100506020
LINC02606	100506022
LOC100506023	100506023
ISPD-AS1	100506025
PTOV1-AS1	100506033
LINC00989	100506035
CNNM3-DT	100506036
GAS5-AS1	100506046
LINC02580	100506047
LRRC72	100506049
LINC01005	100506050
RNASEH1-AS1	100506054
SMG1P7	100506060
DACT3-AS1	100506068
RBFADN	100506070
LOC100506071	100506071
LOC100506076	100506076
LOC100506082	100506082
LOC100506083	100506083
ARL17B	100506084
LINC02275	100506085
LOC100506098	100506098
LOC100506100	100506100
LINC02382	100506107
SIX3-AS1	100506108
UVRAG-DT	100506113
SMIM25	100506115
LINC01503	100506119
LINC02431	100506122
LOC100506123	100506123
LOC100506124	100506124
LOC100506125	100506125
LINC00867	100506126
GVQW3	100506127
TTC21B-AS1	100506134
LOC100506142	100506142
TMEM35B	100506144
SRP54-AS1	100506157
LINC02470	100506159
TAF1A-AS1	100506161
HSFX1	100506164
LINC01568	100506172
LOC100506175	100506175
LOC100506178	100506178
LOC100506188	100506188
LINC00963	100506190
LARGE-AS1	100506195
LOC100506207	100506207
MIR210HG	100506211
PAXBP1-AS1	100506215
LINC01093	100506229
RAB30-AS1	100506233
LOC100506235	100506235
LOC100506236	100506236
NKX2-1-AS1	100506237
LL22NC01-81G9.3	100506241
KRBOX1	100506243
LOC100506253	100506253
LOC100506258	100506258
LOC100506271	100506271
LINC02492	100506272
LOC100506274	100506274
KRBOX1-AS1	100506275
LOC100506281	100506281
LOC100506282	100506282
TBC1D8-AS1	100506286
LOC100506289	100506289
ID2-AS1	100506299
LOC100506302	100506302
LINC00958	100506305
HOTAIRM1	100506311
GPRC5D-AS1	100506314
LOC100506317	100506317
LINC01988	100506319
LOC100506321	100506321
SP2-AS1	100506325
LINC01127	100506328
LINC00649	100506334
INKA2-AS1	100506343
ARSD-AS1	100506356
LOC100506358	100506358
OTUD6B-AS1	100506365
LOC100506368	100506368
LINC02091	100506371
EDDM13	100506374
TTLL10-AS1	100506376
LINC01006	100506380
LOC100506384	100506384
LINC01426	100506385
LOC100506388	100506388
SLC16A1-AS1	100506392
LINC02398	100506393
GAS6-DT	100506394
LOC100506403	100506403
LOC100506405	100506405
LOC100506406	100506406
ELOVL2-AS1	100506409
LOC100506411	100506411
LINC00871	100506412
DOCK4-AS1	100506413
PANTR1	100506421
LOC100506422	100506422
CBR3-AS1	100506428
LINC00648	100506433
SPAG5-AS1	100506436
ITPKB-IT1	100506443
LOC100506444	100506444
LOC100506446	100506446
RASSF8-AS1	100506451
MIR3681HG	100506457
SRD5A3-AS1	100506462
LINC01234	100506465
TMEM147-AS1	100506469
LINC01718	100506470
LOC100506472	100506472
LOC100506473	100506473
LOC100506474	100506474
EGFLAM-AS2	100506475
LOC100506476	100506476
LOC100506489	100506489
DSCAM-AS1	100506492
LIFR-AS1	100506495
LOC100506497	100506497
LINC02274	100506498
PRKCZ-AS1	100506504
MORC1-AS1	100506506
LOC100506514	100506514
LINC01176	100506516
C5orf64-AS1	100506526
LINC01007	100506527
LINC02349	100506530
LOC100506532	100506532
SPTY2D1OS	100506540
LINC01082	100506542
LOC100506544	100506544
LOC100506551	100506551
NECTIN3-AS1	100506555
LOC100506563	100506563
THEGL	100506564
LOC100506571	100506571
C16orf95	100506581
LOC100506585	100506585
PPP1R26-AS1	100506599
VASH1-AS1	100506603
LOC100506606	100506606
LINC01279	100506621
LINC00540	100506622
PRKAR2A-AS1	100506637
LOC100506639	100506639
PXN-AS1	100506649
C17orf112	100506650
LCMT1-AS2	100506655
OCLN	100506658
DDX11-AS1	100506660
LOC100506664	100506664
NRAV	100506668
MRPS30-DT	100506674
LOC100506675	100506675
AA06	100506677
LOC100506679	100506679
SACS-AS1	100506680
JARID2-AS1	100506681
LOC100506682	100506682
IQCH-AS1	100506686
LOC100506688	100506688
LOC100506691	100506691
PCAT6	100506696
LINC00327	100506697
LINC02308	100506700
EBLN3P	100506710
ALOX12-AS1	100506713
NUP50-DT	100506714
LINC00901	100506724
LOC100506725	100506725
LOC100506730	100506730
LOC100506731	100506731
FAM170B-AS1	100506733
SLFN12L	100506736
LINC01589	100506737
CASP12	100506742
AFF1-AS1	100506746
LOC100506747	100506747
AGAP1-IT1	100506749
AZIN1-AS1	100506753
MIR497HG	100506755
LINC00629	100506757
OR7E37P	100506759
IGSF11-AS1	100506765
C10orf71-AS1	100506769
LINC01353	100506775
TRG-AS1	100506776
TSPOAP1-AS1	100506779
HOXD-AS2	100506783
LINC01543	100506787
LOC100506790	100506790
LINC01511	100506791
LINC01354	100506795
THORLNC	100506797
LOC100506801	100506801
LOC100506804	100506804
LINC01132	100506810
MYLK-AS1	100506826
LINC02475	100506827
GAS1RR	100506834
LINC00840	100506835
IQCF4	100506840
GIHCG	100506844
LOC100506851	100506851
LOC100506858	100506858
LINC00513	100506860
TTN-AS1	100506866
LOC100506869	100506869
LINC00933	100506874
MKLN1-AS	100506881
LOC100506885	100506885
ELOA3D	100506888
LUARIS	100506895
DAPK1-IT1	100506897
MAGOH2P	100506898
LL0XNC01-250H12.3	100506901
CCDC37-DT	100506907
CHRM3-AS2	100506915
MAP3K2-DT	100506922
LOC100506929	100506929
LINC00665	100506930
LOC100506937	100506937
PRKG1-AS1	100506939
ELOA-AS1	100506963
PWAR6	100506965
LOC100506974	100506974
LOC100506985	100506985
LOC100506990	100506990
PTPRG-AS1	100506994
LINC02318	100506999
LOC100507002	100507002
GFY	100507003
LOC100507006	100507006
LINC00844	100507008
BMPR1B-DT	100507012
MRLN	100507027
TMCC1-AS1	100507032
PITRM1-AS1	100507034
TUNAR	100507043
TPBGL	100507050
LOC100507053	100507053
LRCOL1	100507055
CCAT1	100507056
MELTF-AS1	100507057
LINC00845	100507058
LINC00703	100507059
PSMD6-AS2	100507062
TEX26-AS1	100507064
LOC100507065	100507065
CLIP1-AS1	100507066
LOC100507071	100507071
LINC01798	100507073
DLG1-AS1	100507086
PITPNM2-AS1	100507091
GIMD1	100507096
ADAMTS9-AS2	100507098
FRY-AS1	100507099
LOC100507103	100507103
LINC00445	100507114
ASAP1-IT2	100507117
PRC1-AS1	100507118
LINC00707	100507127
SPART-AS1	100507135
LINC01792	100507140
LINC00708	100507143
LOC100507144	100507144
LOC100507156	100507156
LINC00709	100507163
CT47A12	100507170
BOLA3-AS1	100507171
LINC01012	100507173
LINC02408	100507175
SLFNL1-AS1	100507178
LINC02525	100507194
LINC02384	100507195
LINC01815	100507201
SMLR1	100507203
LOC100507205	100507205
LINC00943	100507206
LINC02000	100507210
LINC01578	100507217
RNF157-AS1	100507218
LOC100507221	100507221
VWA8-AS1	100507240
MAMDC2-AS1	100507244
SNHG16	100507246
LOC100507250	100507250
LINC01013	100507254
MEG9	100507257
MIR670HG	100507261
STX18-AS1	100507266
LINC01187	100507267
LINC01210	100507274
LINC02314	100507277
LOC100507283	100507283
ZNF865	100507290
LOC100507291	100507291
TMEM44-AS1	100507297
SMC5-AS1	100507299
ALKBH3-AS1	100507300
SNHG19	100507303
TARID	100507308
MINCR	100507316
ERVK13-1	100507321
ZSWIM8-AS1	100507331
LOC100507334	100507334
LOC100507336	100507336
SMIM18	100507341
LOC100507346	100507346
VIM-AS1	100507347
LOC100507351	100507351
LINC01015	100507362
LOC100507373	100507373
LOC100507377	100507377
KCNQ5-IT1	100507381
LOC100507384	100507384
LOC100507387	100507387
LOC100507388	100507388
LOC100507389	100507389
LINC01968	100507391
SENCR	100507392
LOC100507395	100507395
INTS6-AS1	100507398
LRP4-AS1	100507401
LOC100507403	100507403
TMLHE-AS1	100507404
LINC02539	100507406
C1QTNF1-AS1	100507410
LOC100507412	100507412
FAM220CP	100507415
MMP25-AS1	100507419
LINC01605	100507420
TMEM178B	100507421
MKNK1-AS1	100507423
LINC00458	100507428
LINC02551	100507431
ZNF571-AS1	100507433
DLGAP2-AS1	100507435
MICA	100507436
LOC100507437	100507437
LOC100507443	100507443
ZNF213-AS1	100507458
NRSN2-AS1	100507459
LINC02032	100507461
GVQW2	100507462
PSMB8-AS1	100507463
LOC100507464	100507464
DPH6-DT	100507466
LOC100507468	100507468
GRID1-AS1	100507470
LOC100507472	100507472
IDH1-AS1	100507475
LOC100507477	100507477
LOC100507480	100507480
LINC02615	100507487
LINC01277	100507489
SDCBP2-AS1	100507495
EGFR-AS1	100507500
LINC01569	100507501
LOC100507506	100507506
LOC100507507	100507507
LOC100507513	100507513
LOC100507516	100507516
LOC100507521	100507521
ARHGEF26-AS1	100507524
THEG5	100507527
LINC00613	100507528
MCPH1-AS1	100507530
SOX21-AS1	100507533
LINC02192	100507534
DWORF	100507537
LINC01504	100507540
LOC100507547	100507547
LOC100507548	100507548
LOC100507551	100507551
LOC100507554	100507554
LOC100507557	100507557
LOC100507560	100507560
LOC100507562	100507562
LOC100507564	100507564
RAB11B-AS1	100507567
BHLHE40-AS1	100507582
LINC01016	100507584
TGFBR3L	100507588
NAGPA-AS1	100507589
LOC100507599	100507599
LOC100507600	100507600
TRIM52-AS1	100507602
LINC00837	100507605
NPIPB9	100507607
KRTAP9-6	100507608
LINC00402	100507612
LINC02397	100507616
LINC00658	100507629
LINC00968	100507632
TNKS2-AS1	100507633
LOC100507634	100507634
LINC02432	100507639
LOC100507642	100507642
RNF212B	100507650
LINC01606	100507651
LINC02554	100507657
LINC02082	100507661
ZNF687-AS1	100507670
MARK2P9	100507674
MUC22	100507679
C13orf46	100507747
LOC100508046	100508046
GMDS-DT	100508120
LINC02616	100508631
LOC100509620	100509620
CPB2-AS1	100509894
SMC4	10051
TBC1D3J	100510707
GJC1	10052
LY75-CD302	100526664
ARPC4-TTLL3	100526693
MSANTD3-TMEFF1	100526694
RBM14-RBM4	100526737
CENPS-CORT	100526739
ATP5MF-PTCD1	100526740
ABHD14A-ACY1	100526760
CCDC169-SOHLH2	100526761
RNF103-CHMP3	100526767
SMIM35	100526771
TMEM110-MUSTN1	100526772
EPPIN-WFDC6	100526773
ARPIN-AP3S2	100526783
NT5C1B-RDH14	100526794
CAHM	100526820
INMT-MINDY4	100526825
SLX1A-SULT1A3	100526830
SLX1B-SULT1A4	100526831
PHOSPHO2-KLHL23	100526832
SEPT5-GP1BB	100526833
FPGT-TNNI3K	100526835
BLOC1S5-TXNDC5	100526836
EEF1E1-BLOC1S5	100526837
RPL17-C18orf32	100526842
TGIF2-RAB5IF	100527943
GIMAP1-GIMAP5	100527949
GJA9-MYCBP	100527950
MROH7-TTC4	100527960
PMF1-BGLAP	100527963
LHX4-AS1	100527964
TMEM56-RWDD3	100527978
BORCS7-ASMT	100528007
TMX2-CTNND1	100528016
SAA2-SAA4	100528017
ARL2-SNX15	100528018
HSPB2-C11orf52	100528019
FAM187A	100528020
ST20-MTHFS	100528021
BLOC1S1-RDH5	100528022
POC1B-GALNT4	100528030
FKBP1A-SDCBP2	100528031
KLRC4-KLRK1	100528032
ARMCX5-GPRASP2	100528062
NEDD8-MDP1	100528064
BCL2L2-PABPN1	100529063
SERF2-C15ORF63	100529067
RPL36A-HNRNPH2	100529097
CORO7-PAM16	100529144
TEN1-CDK3	100529145
RAD51L3-RFFL	100529207
RNASEK-C17orf49	100529209
TMEM256-PLSCR3	100529211
ZNF559-ZNF177	100529215
RPS10-NUDT3	100529239
ZNF816-ZNF321P	100529240
HSPE1-MOB4	100529241
CKLF-CMTM1	100529251
SYNJ2BP-COX16	100529257
CHURC1-FNTB	100529261
MIA-RAB4B	100529262
RAB4B-EGLN2	100529264
ZNF625-ZNF20	100529855
AP1M2	10053
NPHP3-ACAD11	100532724
NDUFC2-KCTD14	100532726
COMMD3-BMI1	100532731
MSH5-SAPCD1	100532732
INO80B-WBP1	100532735
MICOS10-NBL1	100532736
ATP6V1G2-DDX39B	100532737
PIR-FIGF	100532742
PPT2-EGFL8	100532746
C8orf44-SGK3	100533105
ZHX1-C8orf76	100533106
RTEL1-TNFRSF6B	100533107
ZNF670-ZNF695	100533111
KRTAP29-1	100533177
PRORY	100533178
UBE2F-SCLY	100533179
FXYD6-FXYD2	100533181
SEC24B-AS1	100533182
ZNF664-RFLNA	100533183
ARHGAP19-SLIT1	100533184
FAM24B-CUZD1	100533195
PRH1-PRR4	100533464
BIVM-ERCC5	100533467
DNAAF4-CCPG1	100533483
TVP23C-CDRT4	100533496
LRRC37A8P	100533789
RBAK-RBAKDN	100533952
SENP3-EIF4A1	100533955
P2RX5-TAX1BP3	100533970
SLMO2-ATP5E	100533975
APOC4-APOC2	100533990
MAGEA10-MAGEA5	100533997
TNFAIP8L2-SCNM1	100534012
HOXA10-HOXA9	100534589
URGCP-MRPS24	100534592
STX16-NPEPL1	100534593
HNRNPUL2-BSCL2	100534595
ISY1-RAB43	100534599
TM4SF19-TCTEX1D2	100534611
C1QTNF3-AMACR	100534612
UBA2	10054
SAE1	10055
LINC00159	100551499
FARSB	10056
ABCC5	10057
ABCB6	10058
DNM1L	10059
CDH8	1006
ABCC9	10060
ABCF2	10061
MIR4464	100616109
MIR2681	100616110
MIR4455	100616111
MIR4793	100616112
MIR4680	100616113
MIR4668	100616114
MIR4469	100616115
MIR4648	100616116
MIR4653	100616117
MIR4486	100616118
MIR4697	100616119
MIR4695	100616120
MIR1268B	100616121
MIR4523	100616122
MIR4436B1	100616123
MIR4647	100616124
MIR4731	100616125
MIR4686	100616126
MIR4448	100616127
MIR4679-1	100616128
MIR4445	100616129
MIR4526	100616130
MIR3689D1	100616131
MIR4728	100616132
MIR4699	100616133
MIR499B	100616134
MIR4507	100616135
MIR4430	100616136
MIR4501	100616137
MIR4787	100616138
MIR4741	100616139
MIR4506	100616140
MIR4428	100616141
MIR4458	100616142
MIR4763	100616143
MIR548AN	100616144
MIR4534	100616146
MIR4769	100616147
MIR4760	100616148
MIR4512	100616149
MIR4720	100616150
MIR4480	100616151
MIR4804	100616152
MIR4726	100616153
MIR4466	100616154
MIR4536-1	100616155
MIR4772	100616157
MIR4505	100616158
MIR4779	100616159
MIR4655	100616160
MIR4795	100616161
MIR4483	100616162
MIR4530	100616163
MIR4420	100616164
MIR4771-2	100616165
MIR4796	100616166
MIR4722	100616167
MIR4754	100616168
MIR378D2	100616169
MIR4739	100616170
MIR4752	100616171
